"","county","time","lprice","lsales","aftexpl.dist_to_ref134","aftexpl.dist_to_ref141.7","aftexpl.dist_to_ref146.5","aftexpl.dist_to_ref187.1","aftexpl.dist_to_ref199.9","aftexpl.dist_to_ref212","aftexpl.dist_to_ref224.1","aftexpl.dist_to_ref261.8","aftexpl.dist_to_ref266.7","aftexpl.dist_to_ref271.3","aftexpl.dist_to_ref284","aftexpl.dist_to_ref285.5","aftexpl.dist_to_ref297.4","aftexpl.dist_to_ref300","aftexpl.dist_to_ref300.7","aftexpl.dist_to_ref320.4","aftexpl.dist_to_ref348.6","aftexpl.dist_to_ref351.7","aftexpl.dist_to_ref362.5","aftexpl.dist_to_ref37.9","aftexpl.dist_to_ref372.1","aftexpl.dist_to_ref381","aftexpl.dist_to_ref383.7","aftexpl.dist_to_ref384.8","aftexpl.dist_to_ref393.6","aftexpl.dist_to_ref395.1","aftexpl.dist_to_ref395.2","aftexpl.dist_to_ref400.9","aftexpl.dist_to_ref404.3","aftexpl.dist_to_ref424.5","aftexpl.dist_to_ref428.9","aftexpl.dist_to_ref431.5","aftexpl.dist_to_ref431.6","aftexpl.dist_to_ref452.1","aftexpl.dist_to_ref459.5","aftexpl.dist_to_ref461.1","aftexpl.dist_to_ref463","aftexpl.dist_to_ref467.3","aftexpl.dist_to_ref477.7","aftexpl.dist_to_ref499.4","aftexpl.dist_to_ref506.8","aftexpl.dist_to_ref518.4","aftexpl.dist_to_ref522.5","aftexpl.dist_to_ref535.9","aftexpl.dist_to_ref568.6","aftexpl.dist_to_ref586.1","aftexpl.dist_to_ref593.8","aftexpl.dist_to_ref610.7","aftexpl.dist_to_ref63","aftexpl.dist_to_ref656.2","aftexpl.dist_to_ref658.7","aftexpl.dist_to_ref680.9","aftexpl.dist_to_ref762.5","aftexpl.dist_to_ref79.8","aftexpl.dist_to_ref86.7","timefe_t10","timefe_t11","timefe_t12","timefe_t13","timefe_t14","timefe_t15","timefe_t16","timefe_t17","timefe_t18","timefe_t19","timefe_t2","timefe_t20","timefe_t21","timefe_t22","timefe_t23","timefe_t24","timefe_t25","timefe_t26","timefe_t27","timefe_t28","timefe_t29","timefe_t3","timefe_t30","timefe_t31","timefe_t32","timefe_t33","timefe_t34","timefe_t35","timefe_t36","timefe_t37","timefe_t38","timefe_t39","timefe_t4","timefe_t40","timefe_t41","timefe_t42","timefe_t43","timefe_t44","timefe_t45","timefe_t46","timefe_t47","timefe_t48","timefe_t49","timefe_t5","timefe_t50","timefe_t51","timefe_t52","timefe_t53","timefe_t54","timefe_t55","timefe_t56","timefe_t57","timefe_t58","timefe_t59","timefe_t6","timefe_t60","timefe_t61","timefe_t62","timefe_t63","timefe_t64","timefe_t65","timefe_t66","timefe_t67","timefe_t68","timefe_t69","timefe_t7","timefe_t70","timefe_t71","timefe_t72","timefe_t73","timefe_t74","timefe_t75","timefe_t76","timefe_t77","timefe_t78","timefe_t79","timefe_t8","timefe_t80","timefe_t81","timefe_t82","timefe_t83","timefe_t84","timefe_t9"
"3973","Tuolumne",71,-0.0700174072561766,-1.2174851045623,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0.982142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0357142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3974","Ventura",71,0.0188916640088135,1.5235311836167,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0357142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0.982142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3975","Yolo",71,-0.0325863959033166,0.163977167466802,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0.982142857142857,-0.0357142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3976","Yuba",71,-0.0779476629459765,-0.890193139939798,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0.964285714285714,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3977","Alameda",72,0.00315760334980597,2.18544886567669,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0.982142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0357142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3978","Amador",72,-0.015269265525004,-1.61141144850881,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0.982142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0357142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3979","Butte",72,-0.0710956695337039,0.198555242455786,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0357142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0.982142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3980","Calaveras",72,-0.011215926750594,-1.40918984984241,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0.982142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0357142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3981","Colusa",72,-0.015269265525004,-2.13199546132001,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0357142857142857,-0.0178571428571429,0.982142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3982","Contra.Costa",72,-0.00887674435141395,1.81703284118809,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0.982142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0357142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3983","Del.Norte",72,0.042459030001726,-1.93002779445131,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0357142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0.982142857142857,-0.0178571428571429,-0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3984","El.Dorado",72,-0.000837775792884132,0.000694986938086117,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0357142857142857,-0.0178571428571429,-0.0178571428571429,0.982142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3985","Fresno",72,-0.024503734733804,1.68105831791408,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0.982142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0357142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3986","Glenn",72,-0.029912076798134,-1.87577228478331,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0357142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0.982142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3987","Humboldt",72,0.0663836160040761,-0.311027813915214,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0357142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0.982142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3988","Imperial",72,-0.0118548363286441,0.00968720963618708,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0.982142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0357142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
